#
# Transition date estimate for lacclair
#
# Site: lacclair
# Veg Type: EN
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2014
# Year max: 2025
# Final Processing Date: 2025-10-02
# Final Processing Time: 00:07:16
# Spline RMSE gcc_mean: 0.00325
# Spline RMSE gcc_50: 0.00393
# Spline RMSE gcc_75: 0.00346
# Spline RMSE gcc_90: 0.00314
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
lacclair,EN,1000,rising,gcc_90,2025-04-17,2025-04-25,2025-05-05,2025-04-12,2025-04-22,2025-05-03,2025-04-21,2025-04-28,2025-05-07,0.3244,0.33057,0.34147,0.32027,0.36247
lacclair,EN,1000,rising,gcc_75,2015-04-16,2015-04-25,2015-05-06,2015-04-10,2015-04-22,2015-05-03,2015-04-22,2015-04-28,2015-05-09,0.32007,0.32583,0.33569,0.31675,0.35382
lacclair,EN,1000,rising,gcc_75,2016-04-23,2016-05-02,2016-05-13,2016-04-18,2016-04-29,2016-05-10,2016-04-28,2016-05-05,2016-05-15,0.32176,0.32803,0.33933,0.31789,0.35902
lacclair,EN,1000,rising,gcc_75,2017-04-13,2017-04-26,2017-05-08,2017-04-02,2017-04-22,2017-05-04,2017-04-20,2017-04-29,2017-05-09,0.32058,0.32698,0.33914,0.31651,0.35931
lacclair,EN,1000,rising,gcc_75,2018-04-21,2018-04-29,2018-05-09,2018-04-17,2018-04-26,2018-05-06,2018-04-26,2018-05-02,2018-05-11,0.32258,0.32837,0.33855,0.31908,0.35755
lacclair,EN,1000,rising,gcc_75,2019-04-29,2019-05-10,2019-05-22,2019-04-23,2019-05-06,2019-05-18,2019-05-06,2019-05-14,2019-05-25,0.32404,0.3293,0.33809,0.32086,0.35498
lacclair,EN,1000,rising,gcc_75,2020-04-26,2020-05-06,2020-05-15,2020-04-18,2020-05-03,2020-05-13,2020-05-02,2020-05-09,2020-05-17,0.32239,0.32813,0.33823,0.31879,0.35728
lacclair,EN,1000,rising,gcc_75,2021-04-08,2021-04-19,2021-05-05,2021-04-04,2021-04-14,2021-04-30,2021-04-13,2021-04-25,2021-05-08,0.32581,0.33101,0.34036,0.32264,0.35714
lacclair,EN,1000,rising,gcc_75,2022-04-20,2022-04-29,2022-05-09,2022-04-15,2022-04-26,2022-05-07,2022-04-25,2022-05-02,2022-05-11,0.32261,0.32914,0.33951,0.31899,0.35981
lacclair,EN,1000,rising,gcc_75,2023-04-13,2023-04-21,2023-05-01,2023-04-08,2023-04-18,2023-04-28,2023-04-17,2023-04-24,2023-05-04,0.32212,0.32771,0.33709,0.31856,0.35516
lacclair,EN,1000,rising,gcc_75,2024-04-03,2024-04-17,2024-05-02,2024-03-24,2024-04-13,2024-04-29,2024-04-10,2024-04-22,2024-05-05,0.32439,0.33028,0.34046,0.32052,0.3603
lacclair,EN,1000,rising,gcc_75,2025-04-16,2025-04-24,2025-05-05,2025-04-11,2025-04-22,2025-05-02,2025-04-21,2025-04-28,2025-05-07,0.32148,0.32717,0.33852,0.31788,0.35778
lacclair,EN,1000,rising,gcc_50,2015-04-14,2015-04-23,2015-05-05,2015-04-04,2015-04-20,2015-05-01,2015-04-20,2015-04-27,2015-05-08,0.31568,0.32043,0.33062,0.31215,0.34799
lacclair,EN,1000,rising,gcc_50,2016-04-21,2016-05-01,2016-05-13,2016-04-14,2016-04-28,2016-05-10,2016-04-27,2016-05-05,2016-05-15,0.31618,0.32193,0.33364,0.31198,0.35415
lacclair,EN,1000,rising,gcc_50,2017-04-17,2017-04-27,2017-05-08,2017-04-10,2017-04-24,2017-05-05,2017-04-23,2017-05-01,2017-05-10,0.31916,0.32452,0.33508,0.31553,0.35399
lacclair,EN,1000,rising,gcc_50,2018-04-20,2018-04-28,2018-05-08,2018-04-16,2018-04-25,2018-05-04,2018-04-25,2018-05-01,2018-05-10,0.31844,0.32419,0.33435,0.31521,0.35275
lacclair,EN,1000,rising,gcc_50,2019-04-26,2019-05-08,2019-05-21,2019-04-18,2019-05-04,2019-05-16,2019-05-05,2019-05-12,2019-05-24,0.3188,0.32367,0.33302,0.31568,0.34901
lacclair,EN,1000,rising,gcc_50,2020-04-27,2020-05-06,2020-05-15,2020-04-21,2020-05-03,2020-05-12,2020-05-03,2020-05-09,2020-05-18,0.31819,0.3239,0.33418,0.31469,0.35322
lacclair,EN,1000,rising,gcc_50,2021-04-09,2021-04-21,2021-05-05,2021-04-03,2021-04-14,2021-04-30,2021-04-16,2021-04-27,2021-05-08,0.32207,0.32679,0.33523,0.31915,0.35101
lacclair,EN,1000,rising,gcc_50,2022-04-21,2022-04-28,2022-05-09,2022-04-15,2022-04-26,2022-05-06,2022-04-26,2022-05-02,2022-05-11,0.31886,0.32389,0.33462,0.31499,0.35411
lacclair,EN,1000,rising,gcc_50,2023-04-11,2023-04-19,2023-04-30,2023-04-06,2023-04-16,2023-04-27,2023-04-16,2023-04-23,2023-05-03,0.31708,0.32264,0.33257,0.31342,0.35072
lacclair,EN,1000,rising,gcc_50,2024-04-09,2024-04-21,2024-05-05,2024-03-27,2024-04-17,2024-05-01,2024-04-16,2024-04-26,2024-05-07,0.3209,0.32585,0.33628,0.31729,0.35377
lacclair,EN,1000,rising,gcc_50,2025-04-18,2025-04-25,2025-05-05,2025-04-14,2025-04-22,2025-05-02,2025-04-23,2025-04-29,2025-05-07,0.31831,0.32385,0.33389,0.31533,0.35128
lacclair,EN,1000,rising,gcc_mean,2015-04-13,2015-04-23,2015-05-04,2015-04-05,2015-04-20,2015-05-01,2015-04-19,2015-04-26,2015-05-07,0.31393,0.31906,0.32866,0.31037,0.34688
lacclair,EN,1000,rising,gcc_mean,2016-04-18,2016-04-29,2016-05-11,2016-04-13,2016-04-27,2016-05-09,2016-04-24,2016-05-03,2016-05-13,0.31284,0.31887,0.33033,0.30902,0.3516
lacclair,EN,1000,rising,gcc_mean,2017-04-16,2017-04-26,2017-05-07,2017-04-11,2017-04-23,2017-05-04,2017-04-21,2017-04-29,2017-05-09,0.3174,0.32309,0.33335,0.3138,0.35244
lacclair,EN,1000,rising,gcc_mean,2018-04-22,2018-04-29,2018-05-09,2018-04-19,2018-04-27,2018-05-05,2018-04-26,2018-05-02,2018-05-11,0.31875,0.32425,0.33414,0.31575,0.3507
lacclair,EN,1000,rising,gcc_mean,2019-04-24,2019-05-06,2019-05-19,2019-04-17,2019-05-02,2019-05-15,2019-04-30,2019-05-10,2019-05-22,0.31737,0.32218,0.33104,0.31409,0.34762
lacclair,EN,1000,rising,gcc_mean,2020-04-26,2020-05-05,2020-05-15,2020-04-20,2020-05-03,2020-05-12,2020-05-01,2020-05-08,2020-05-17,0.31675,0.32197,0.33309,0.31328,0.35132
lacclair,EN,1000,rising,gcc_mean,2021-04-07,2021-04-17,2021-05-03,2021-04-03,2021-04-12,2021-04-29,2021-04-12,2021-04-23,2021-05-07,0.32028,0.32514,0.33356,0.31732,0.34968
lacclair,EN,1000,rising,gcc_mean,2022-04-20,2022-04-28,2022-05-09,2022-04-16,2022-04-26,2022-05-06,2022-04-25,2022-05-02,2022-05-11,0.31669,0.32238,0.33332,0.31325,0.35215
lacclair,EN,1000,rising,gcc_mean,2023-04-13,2023-04-19,2023-04-30,2023-04-09,2023-04-17,2023-04-27,2023-04-17,2023-04-23,2023-05-02,0.31712,0.32177,0.33188,0.31357,0.34917
lacclair,EN,1000,rising,gcc_mean,2024-04-04,2024-04-18,2024-05-03,2024-03-26,2024-04-13,2024-04-29,2024-04-11,2024-04-22,2024-05-05,0.31965,0.3252,0.3347,0.31612,0.35246
lacclair,EN,1000,rising,gcc_mean,2025-04-18,2025-04-25,2025-05-05,2025-04-14,2025-04-22,2025-05-02,2025-04-22,2025-04-28,2025-05-07,0.31752,0.32314,0.33316,0.31404,0.35068
lacclair,EN,1000,falling,gcc_90,2024-12-03,2024-11-16,2024-10-25,2024-12-14,2024-11-20,2024-10-31,2024-11-25,2024-11-11,2024-10-19,0.32645,0.33263,0.34312,0.32243,0.3636
lacclair,EN,1000,falling,gcc_90,2023-11-24,2023-11-13,2023-10-15,2023-11-29,2023-11-18,2023-10-29,2023-11-19,2023-11-09,2023-10-10,0.32792,0.33307,0.34151,0.32487,0.35785
lacclair,EN,1000,falling,gcc_90,2022-12-13,2022-11-15,2022-10-15,2022-12-23,2022-11-21,2022-10-29,2022-11-29,2022-11-11,2022-10-04,0.32478,0.33098,0.34182,0.32066,0.36275
lacclair,EN,1000,falling,gcc_90,2021-12-04,2021-11-16,2021-10-24,2021-12-14,2021-11-21,2021-11-03,2021-11-25,2021-11-12,2021-10-03,0.32498,0.3309,0.34064,0.32136,0.35984
lacclair,EN,1000,falling,gcc_90,2020-11-16,2020-11-04,2020-09-27,2020-11-21,2020-11-08,2020-10-06,2020-11-11,2020-10-30,2020-09-23,0.32551,0.33122,0.34099,0.32195,0.35952
lacclair,EN,1000,falling,gcc_90,2019-11-13,2019-10-30,2019-09-26,2019-11-21,2019-11-04,2019-10-03,2019-11-06,2019-10-24,2019-09-22,0.32528,0.33062,0.34001,0.3219,0.3579
lacclair,EN,1000,falling,gcc_90,2018-11-11,2018-10-25,2018-10-02,2018-11-17,2018-11-02,2018-10-06,2018-11-06,2018-10-16,2018-09-28,0.32726,0.33278,0.34205,0.32392,0.3599
lacclair,EN,1000,falling,gcc_90,2017-12-09,2017-11-20,2017-11-01,2017-12-17,2017-11-24,2017-11-06,2017-11-30,2017-11-15,2017-10-27,0.32633,0.33197,0.34267,0.32254,0.36222
lacclair,EN,1000,falling,gcc_90,2016-11-28,2016-11-08,2016-10-08,2016-12-05,2016-11-15,2016-10-13,2016-11-21,2016-10-31,2016-10-05,0.32589,0.33186,0.34215,0.32199,0.36158
lacclair,EN,1000,falling,gcc_90,2015-11-27,2015-11-15,2015-10-11,2015-12-03,2015-11-19,2015-10-20,2015-11-21,2015-11-09,2015-10-06,0.32499,0.33028,0.33939,0.32168,0.35685
lacclair,EN,1000,falling,gcc_90,2014-11-20,2014-11-12,2014-10-28,2014-11-23,2014-11-14,2014-11-01,2014-11-16,2014-11-09,2014-10-25,0.32774,0.3333,0.34373,0.32418,0.36241
lacclair,EN,1000,falling,gcc_75,2024-11-26,2024-11-13,2024-10-21,2024-12-02,2024-11-18,2024-10-29,2024-11-20,2024-11-08,2024-10-11,0.3249,0.33063,0.34049,0.32129,0.3596
lacclair,EN,1000,falling,gcc_75,2023-11-20,2023-11-07,2023-10-11,2023-11-26,2023-11-13,2023-10-18,2023-11-13,2023-10-30,2023-10-07,0.32453,0.32964,0.33836,0.32137,0.35466
lacclair,EN,1000,falling,gcc_75,2022-11-29,2022-11-12,2022-10-15,2022-12-23,2022-11-16,2022-10-28,2022-11-20,2022-11-08,2022-10-03,0.32256,0.32874,0.33907,0.31846,0.35966
lacclair,EN,1000,falling,gcc_75,2021-11-17,2021-11-06,2021-10-09,2021-12-03,2021-11-10,2021-10-19,2021-11-11,2021-10-31,2021-10-02,0.32335,0.32864,0.33843,0.31991,0.35662
lacclair,EN,1000,falling,gcc_75,2020-11-15,2020-11-02,2020-09-27,2020-11-22,2020-11-06,2020-10-04,2020-11-08,2020-10-25,2020-09-23,0.32199,0.32766,0.33803,0.31832,0.35699
lacclair,EN,1000,falling,gcc_75,2019-11-09,2019-10-25,2019-09-26,2019-11-18,2019-11-01,2019-10-02,2019-11-02,2019-10-18,2019-09-22,0.32248,0.3279,0.33708,0.319,0.35477
lacclair,EN,1000,falling,gcc_75,2018-11-11,2018-10-24,2018-10-02,2018-11-18,2018-11-01,2018-10-07,2018-11-04,2018-10-16,2018-09-29,0.32362,0.32937,0.33926,0.3203,0.35692
lacclair,EN,1000,falling,gcc_75,2017-11-27,2017-11-15,2017-10-29,2017-12-09,2017-11-19,2017-11-04,2017-11-20,2017-11-10,2017-10-25,0.32318,0.32897,0.33933,0.31934,0.35863
lacclair,EN,1000,falling,gcc_75,2016-11-22,2016-11-01,2016-10-08,2016-11-29,2016-11-08,2016-10-13,2016-11-13,2016-10-23,2016-10-05,0.32401,0.32977,0.33989,0.32022,0.35908
lacclair,EN,1000,falling,gcc_75,2015-11-29,2015-11-12,2015-10-10,2015-12-11,2015-11-20,2015-10-15,2015-11-21,2015-10-29,2015-10-06,0.322,0.32735,0.3362,0.31872,0.35353
lacclair,EN,1000,falling,gcc_75,2014-11-20,2014-11-12,2014-10-27,2014-11-24,2014-11-14,2014-11-01,2014-11-15,2014-11-08,2014-10-22,0.32436,0.32992,0.34108,0.32051,0.36086
lacclair,EN,1000,falling,gcc_50,2024-12-02,2024-11-15,2024-10-23,2024-12-15,2024-11-21,2024-10-31,2024-11-22,2024-11-08,2024-10-13,0.31904,0.32442,0.33435,0.3154,0.35298
lacclair,EN,1000,falling,gcc_50,2023-11-13,2023-10-29,2023-10-11,2023-11-26,2023-11-05,2023-10-17,2023-11-04,2023-10-23,2023-10-07,0.3206,0.32534,0.33377,0.31753,0.34924
lacclair,EN,1000,falling,gcc_50,2022-11-21,2022-11-10,2022-10-07,2022-11-27,2022-11-14,2022-10-17,2022-11-14,2022-11-03,2022-10-01,0.32044,0.32586,0.33551,0.31709,0.35391
lacclair,EN,1000,falling,gcc_50,2021-11-22,2021-11-08,2021-10-11,2021-12-01,2021-11-15,2021-10-20,2021-11-14,2021-11-01,2021-10-03,0.31858,0.32406,0.33311,0.31521,0.35086
lacclair,EN,1000,falling,gcc_50,2020-11-13,2020-10-28,2020-10-01,2020-11-24,2020-11-04,2020-10-07,2020-11-05,2020-10-20,2020-09-25,0.3169,0.32276,0.33262,0.313,0.35222
lacclair,EN,1000,falling,gcc_50,2019-10-28,2019-10-07,2019-09-22,2019-11-06,2019-10-19,2019-09-26,2019-10-14,2019-09-29,2019-09-18,0.32385,0.32798,0.33504,0.32124,0.34878
lacclair,EN,1000,falling,gcc_50,2018-11-12,2018-10-17,2018-09-30,2018-11-23,2018-10-28,2018-10-05,2018-10-31,2018-10-10,2018-09-27,0.32035,0.32527,0.33512,0.31688,0.35196
lacclair,EN,1000,falling,gcc_50,2017-11-18,2017-11-11,2017-10-28,2017-11-22,2017-11-14,2017-11-02,2017-11-14,2017-11-07,2017-10-24,0.31801,0.3231,0.3336,0.31451,0.3522
lacclair,EN,1000,falling,gcc_50,2016-11-19,2016-10-27,2016-10-08,2016-12-07,2016-11-03,2016-10-13,2016-11-05,2016-10-20,2016-10-05,0.31914,0.32484,0.33531,0.31527,0.35428
lacclair,EN,1000,falling,gcc_50,2015-11-18,2015-10-26,2015-10-06,2015-11-26,2015-11-10,2015-10-11,2015-11-08,2015-10-16,2015-10-03,0.31944,0.32426,0.33267,0.31656,0.34769
lacclair,EN,1000,falling,gcc_50,2014-11-17,2014-11-08,2014-10-06,2014-11-22,2014-11-12,2014-10-25,2014-11-12,2014-11-03,2014-09-28,0.32053,0.32693,0.3376,0.31636,0.35866
lacclair,EN,1000,falling,gcc_mean,2024-12-13,2024-11-22,2024-10-27,2024-12-26,2024-11-28,2024-11-04,2024-12-02,2024-11-15,2024-10-19,0.31707,0.3227,0.33274,0.31338,0.35174
lacclair,EN,1000,falling,gcc_mean,2023-11-22,2023-11-08,2023-10-15,2023-12-02,2023-11-13,2023-10-21,2023-11-14,2023-11-01,2023-10-10,0.31918,0.32376,0.33243,0.31594,0.34855
lacclair,EN,1000,falling,gcc_mean,2022-11-26,2022-11-14,2022-10-13,2022-12-03,2022-11-18,2022-10-30,2022-11-20,2022-11-10,2022-10-04,0.31797,0.3235,0.33341,0.31443,0.3522
lacclair,EN,1000,falling,gcc_mean,2021-11-25,2021-11-12,2021-10-16,2021-12-02,2021-11-16,2021-10-25,2021-11-17,2021-11-06,2021-10-07,0.31727,0.32249,0.33189,0.31395,0.34952
lacclair,EN,1000,falling,gcc_mean,2020-11-16,2020-11-02,2020-10-02,2020-11-23,2020-11-06,2020-10-10,2020-11-09,2020-10-27,2020-09-26,0.3161,0.32197,0.3318,0.31255,0.35056
lacclair,EN,1000,falling,gcc_mean,2019-11-02,2019-10-17,2019-09-22,2019-11-07,2019-10-25,2019-09-27,2019-10-25,2019-10-04,2019-09-19,0.32264,0.32669,0.33433,0.3199,0.34781
lacclair,EN,1000,falling,gcc_mean,2018-11-15,2018-10-23,2018-10-02,2018-11-23,2018-11-05,2018-10-06,2018-11-07,2018-10-14,2018-09-29,0.31973,0.32479,0.33355,0.31657,0.34979
lacclair,EN,1000,falling,gcc_mean,2017-11-21,2017-11-12,2017-10-29,2017-11-26,2017-11-16,2017-11-03,2017-11-17,2017-11-09,2017-10-26,0.31733,0.32329,0.33317,0.31412,0.35123
lacclair,EN,1000,falling,gcc_mean,2016-11-24,2016-11-04,2016-10-09,2016-12-06,2016-11-11,2016-10-14,2016-11-14,2016-10-27,2016-10-05,0.31849,0.32388,0.33331,0.31497,0.35136
lacclair,EN,1000,falling,gcc_mean,2015-11-23,2015-11-10,2015-10-08,2015-11-28,2015-11-16,2015-10-14,2015-11-17,2015-10-30,2015-10-05,0.31759,0.32235,0.33117,0.31446,0.34682
lacclair,EN,1000,falling,gcc_mean,2014-11-23,2014-11-12,2014-10-21,2014-11-29,2014-11-15,2014-10-28,2014-11-18,2014-11-08,2014-10-02,0.31824,0.32457,0.33577,0.31448,0.35701
